Certificate Number,Customer,Country,State,Blanket Exemption,Valid From,Subsidiary,Notes
Nordstrom Exempt - 3719,3719 Nordstrom : Nordstrom - DC 299 - Central States DC : Nordstrom - 3719 - Highlands of Flower Mound Rack,US,TX,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 3721,3721 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 3721 - Meryerland Plaza Rack,US,TX,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 3722,3722 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 3722 - Westchase Shopping Center Rack,US,TX,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 3724,3724 Nordstrom : Nordstrom - DC 299 - Central States DC : Nordstrom - 3724 - The Gates of Prosper Rack,US,TX,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 3726,3726 Nordstrom : Nordstrom - DC 299 - Central States DC : Nordstrom - 3726 - West End Center Rack,US,TX,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 3729,3729 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 3729 - Elmwood Shopping Center Rack,US,LA,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 3731,3731 Nordstrom : Nordstrom - DC 299 - Central States DC : Nordstrom - 3731 - Denver West Village Rack,US,CO,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 3732,3732 Nordstrom : Nordstrom - DC 299 - Central States DC : Nordstrom - 3732 - Harvest Junction Rack,US,CO,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 3733,3733 Nordstrom : Nordstrom - DC 089 - Portland DC : Nordstrom - 3733 - Junction Commons Rack,US,UT,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 3735,3735 Nordstrom : Nordstrom - DC 299 - Central States DC : Nordstrom - 3735 - Dillon Ridge Rack,US,CO,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 3761,3761 Nordstrom : Nordstrom - DC 399 - S California DC : Nordstrom - 3761 - Queen Creek Marketplace Rack,US,AZ,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 3762,3762 Nordstrom : Nordstrom - DC 399 - S California DC : Nordstrom - 3762 - Prasada North Rack,US,AZ,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 4421,4421 Nordstrom : Nordstrom - DC 499 - N California DC : Nordstrom - 4421 - The Davis Collection Rack,US,CA,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 5501,5501 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 5501 - The Shops at SunVet Rack,US,NY,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 5502,5502 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 5502 - Smith Haven Plaza Rack,US,NY,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 5511,5511 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 5511 - Gardiner Manor Mall Rack,US,NY,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 5521,5521 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 5521 - Manalapan Commons Rack,US,NJ,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 5522,5522 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 5522 - Deptford Town Center Rack,US,NJ,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 5523,5523 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 5523 - Willow Ridge Rack,US,NJ,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 5524,5524 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 5524 - Brunswick Square Rack,US,NJ,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 5525,5525 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 5525 - Interstate Shopping Center Rack,US,NJ,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 5531,5531 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 5531 - Royal Ridge Center Rack,US,NH,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 5543,5543 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 5543 - Mansfield Crossing Rack,US,MA,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 5548,5548 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 5548 - Colony Place Rack,US,MA,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 5549,5549 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 5549 - Landing at Hyannis Rack,US,MA,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 6601,6601 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 6601 - Settlers Market Rack,US,VA,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 6621,6621 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 6621 - Main Street At Exton Rack,US,PA,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 6622,6622 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 6622 - Promenade at Granite Run Rack,US,PA,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 6626,6626 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 6626 - Congressional Plaza Rack,US,MD,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 7742,7742 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 7742 - The Plaza at Citrus Park Rack,US,FL,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 7751,7751 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 7751 - Mooresville crossing Rack,US,NC,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 7752,7752 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 7752 - Triangle Town Place Rack,US,NC,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 7753,7753 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 7753 - Cool Springs Market Rack,US,TN,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 7754,7754 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 7754 - Sycamore Commons Rack,US,NC,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 7755,7755 Nordstrom : Nordstrom - DC 699 - Marlboro DC : Nordstrom - 7755 - Park West Village Rack,US,NC,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 7756,7756 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 7756 - Pinnacle at Turkey Creek Rack,US,TN,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 7760,7760 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 7760 - Pompano Citi Centere Rack,US,FL,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 7761,7761 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 7761 - South Beach Regional Rack,US,FL,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 7762,7762 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 7762 - Bell Tower Shops Rack,US,FL,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 7763,7763 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 7763 - Pine Ridge Square Rack,US,FL,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 7764,7764 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 7764 - The Avenue Viera Rack,US,FL,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 7766,7766 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 7766 - Lakeside Village Rack,US,FL,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 7767,7767 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 7767 - Coconut Point Rack,US,FL,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 7768,7768 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 7768 - Lake Nona West Rack,US,FL,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 7769,7769 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 7769 - Sarasota Pavillion Rack,US,FL,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 7771,7771 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 7771 - Johns Creek Town Center Rack,US,GA,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 7773,7773 Nordstrom : Nordstrom - DC 799 - Gainesville DC : Nordstrom - 7773 - Atlantic Station Rack,US,GA,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
Nordstrom Exempt - 7785,7785 Nordstrom : Nordstrom - DC 299 - Central States DC : Nordstrom - 7785 - New Towne Plaza Rack,US,MI,T,1/1/2023,1,"Blanket resale exemption, Nordstrom Rack store onboarding. Approved by Accounting 2026-09-02. Pattern matches the 104 existing Nordstrom full-line certificates."
